"","Name","VarianceFantasyEvaluation","PlayedMatches","Team","Role","MedianFantasyEvaluation","WeightedFantasyEvaluation","Qt..A","Qt..I","Plays2018_2019","Owner","Price","MantraRole","MeanFantasyEvaluation"
"218","DIMARCO",NA,10,NA,"D",NA,1.5935300604,4,5,NA,"",NA,"Ds",7.66666666666667
"219","DIMARCO",NA,10,NA,"D",NA,1.5935300604,4,5,NA,"",NA,"E",7.66666666666667
"220","DJIMSITI",0.6333333333,30,"Benevento","D",5.5,4.3947368421,3,2,NA,"",NA,"Dc",5.59090909090909
"221","DJORDJEVIC",NA,33,NA,"A",NA,5.2214092516,10,11,NA,"",NA,"Pc",5.25
"222","DJOUROU",NA,31,NA,"D",NA,4.4001562034,7,8,NA,"",NA,"Dc",5.5
"223","DJURICIC",0.6,16,"Benevento","C",6,2.5263157895,4,5,NA,"",NA,"T",5.97058823529412
"224","DONNARUMMA G",1.5741465149,38,"Milan","P",5,4.9868421053,11,12,NA,"",NA,"Por",4.91666666666667
"225","DONSAH",1.4523809524,28,"Bologna","C",6,4.6315789474,7,8,NA,"",NA,"M",6.28571428571429
"226","DONSAH",1.4523809524,28,"Bologna","C",6,4.6315789474,7,8,NA,"",NA,"C",6.28571428571429
"227","DOUGLAS COSTA",2.247311828,31,"Juventus","C",6.5,5.8947368421,24,24,NA,"GATTI",20,"W",7.07142857142857
"228","DRAGOWSKI",5.3333333333,3,"Fiorentina","P",1.5,0.2236842105,2,1,NA,"",NA,"Por",3.9
"229","DUNCAN",0.5815384615,26,"Sassuolo","C",5.75,3.9736842105,8,8,NA,"",NA,"C",5.88709677419355
"230","DUNCAN",0.5815384615,26,"Sassuolo","C",5.75,3.9736842105,8,8,NA,"",NA,"M",5.88709677419355
"231","DURMISI",NA,10,NA,"D",NA,1.5935300604,4,5,NA,"",NA,"Ds",6
"232","DURMISI",NA,10,NA,"D",NA,1.5935300604,4,5,NA,"",NA,"E",6
"233","DYBALA",17.4105113636,33,"Juventus","A",6.5,7.2631578947,33,36,NA,"VE",30,"A",8.05405405405405
"234","DZEKO",8.8259920635,36,"Roma","A",6,7.25,34,35,NA,"GATTI",21,"Pc",7.51219512195122
"235","DZEMAILI",1.4357142857,15,"Bologna","C",6,2.4078947368,11,13,NA,"",NA,"T",5.875
"236","DZEMAILI",1.4357142857,15,"Bologna","C",6,2.4078947368,11,13,NA,"",NA,"C",5.875
"237","EDERA",1.1607142857,14,"Torino","A",6,2.3552631579,3,4,NA,"",NA,"A",6.36666666666667
"238","EKDAL",NA,31,NA,"C",NA,4.4001562034,8,8,NA,"",NA,"M",6.375
"239","EKDAL",NA,31,NA,"C",NA,4.4001562034,8,8,NA,"",NA,"C",6.375
"240","EL SHAARAWY",4.3285984848,33,"Roma","A",6,5.8289473684,15,16,NA,"ME",12,"A",6.72222222222222
"241","EVERTON LUIZ",0.2545454545,11,"SPAL","C",6,1.6973684211,6,6,NA,"",NA,"C",5.85714285714286
"242","EVERTON LUIZ",0.2545454545,11,"SPAL","C",6,1.6973684211,6,6,NA,"",NA,"M",5.85714285714286
"243","EYSSERIC",1.0476190476,21,"Fiorentina","C",6,3.3815789474,9,8,NA,"",NA,"T",6.16
"244","EYSSERIC",1.0476190476,21,"Fiorentina","C",6,3.3815789474,9,8,NA,"",NA,"W",6.16
"245","FALCINELLI",1.318296371,32,"Fiorentina","A",5.5,4.9605263158,15,16,NA,"",NA,"Pc",5.90277777777778
"246","FARAGO'",3.7261904762,7,"Cagliari","D",7.5,1.4078947368,4,4,NA,"",NA,"E",7.05
"247","FARAGO'",3.7261904762,7,"Cagliari","D",7.5,1.4078947368,4,4,NA,"",NA,"Dd",7.05
"248","FARES",0.3862068966,30,"Verona","C",5.5,4.2631578947,4,5,NA,"BRYAN",2,"E",5.37142857142857
"249","FARIAS",1.9083994709,28,"Cagliari","A",5.75,4.3552631579,11,12,NA,"",NA,"A",5.84848484848485
"250","FAVILLI",NA,37,NA,"A",NA,4.9909204044,10,10,NA,"",NA,"Pc",7
"251","FAZIO",1.2230392157,34,"Roma","D",6.25,5.6710526316,11,11,NA,"ME",12,"Dc",6.34210526315789
"252","FELIPE",1.2876436782,30,"SPAL","D",6,4.6447368421,6,6,NA,"",NA,"Dc",5.9
"253","FERNANDES",NA,21,NA,"C",NA,3.9845116956,7,7,NA,"",NA,"C",5.83333333333333
"254","FERRARI A",1.2641666667,25,"Verona","D",5.5,3.6710526316,3,4,NA,"",NA,"Dd",5.58
"255","FERRARI A",1.2641666667,25,"Verona","D",5.5,3.6710526316,3,4,NA,"",NA,"Dc",5.58
"256","FERRARI G",1.7704022989,30,"Sampdoria","D",5.75,4.6447368421,10,8,NA,"",NA,"Dc",6.1
"257","FLOCCARI",3.5947368421,20,"SPAL","A",6,3.3684210526,4,5,NA,"",NA,"Pc",6.4
"258","FLORENZI",1.5393145161,32,"Roma","D",6,5.1842105263,14,14,NA,"BRYAN",10,"Dd",6.27777777777778
"259","FLORENZI",1.5393145161,32,"Roma","D",6,5.1842105263,14,14,NA,"BRYAN",10,"E",6.27777777777778
"260","FOFANA",2.4707977208,27,"Udinese","C",5.5,4.25,10,9,NA,"",NA,"M",6.125
"261","FOFANA",2.4707977208,27,"Udinese","C",5.5,4.25,10,9,NA,"",NA,"C",6.125
"262","FREULER",2.4966386555,35,"Atalanta","C",6,6.1315789474,16,16,NA,"ME",6,"C",6.57692307692308
"263","GAGLIARDINI",0.2540229885,30,"Inter","C",6,4.5526315789,6,7,NA,"",NA,"M",5.765625
"264","GAGLIARDINI",0.2540229885,30,"Inter","C",6,4.5526315789,6,7,NA,"",NA,"C",5.765625
"265","GAGLIOLO",NA,21,NA,"D",NA,3.3717878602,7,6,NA,"",NA,"Ds",6.3
"266","GAGLIOLO",NA,21,NA,"D",NA,3.3717878602,7,6,NA,"",NA,"Dc",6.3
"267","GAZZOLA",0.1944444444,9,"Sassuolo","D",6,1.3684210526,4,5,NA,"",NA,"E",5.77777777777778
"268","GAZZOLA",0.1944444444,9,"Sassuolo","D",6,1.3684210526,4,5,NA,"",NA,"Dd",5.77777777777778
"269","GERSON",2.6286231884,24,"Roma","C",6,3.9210526316,12,11,NA,"",NA,"C",6.375
"270","GERSON",2.6286231884,24,"Roma","C",6,3.9210526316,12,11,NA,"",NA,"T",6.375
"271","GERVINHO",NA,37,NA,"A",NA,4.9909204044,11,10,NA,"",NA,"A",8.125
"272","GHIGLIONE",NA,1,NA,"D",NA,0,2,2,NA,"",NA,"Dd",6.5
"273","GHIGLIONE",NA,1,NA,"D",NA,0,2,2,NA,"",NA,"E",6.5
"274","GHOULAM",4.1045454545,11,"Napoli","D",6.5,2.1315789474,8,9,NA,"",NA,"Ds",7.36363636363636
"275","GHOULAM",4.1045454545,11,"Napoli","D",6.5,2.1315789474,8,9,NA,"",NA,"E",7.36363636363636
"276","GIACCHERINI",2.8363970588,17,"Chievo","C",6,2.9736842105,14,14,NA,"",NA,"T",6.65909090909091
"277","GIACCHERINI",2.8363970588,17,"Chievo","C",6,2.9736842105,14,14,NA,"",NA,"W",6.65909090909091
"278","GOBBI",0.5416666667,24,"Chievo","D",5.75,3.6052631579,3,2,NA,"",NA,"Ds",5.68965517241379
"279","GOBBI",0.5416666667,24,"Chievo","D",5.75,3.6052631579,3,2,NA,"",NA,"E",5.68965517241379
"280","GOLDANIGA",1.641025641,13,"Sassuolo","D",6,2.1052631579,5,6,NA,"",NA,"Dc",6.06666666666667
"281","GOLLINI",1,7,"Atalanta","P",6,1.0131578947,1,1,NA,"",NA,"Por",4.95
"282","GOMEZ A",3.9294507576,33,"Atalanta","A",6.5,6.0657894737,24,23,NA,"BRYAN",20,"A",7.22972972972973
"283","GOMIS A",2.8538461538,26,"SPAL","P",4.5,3.1315789474,4,1,NA,"",NA,"Por",4.69354838709677
"284","GONZALEZ G",0.6174242424,22,"Bologna","D",5.5,3.25,6,6,NA,"",NA,"Dc",5.64
"285","GOSENS",0.8642857143,21,"Atalanta","D",6,3.4342105263,7,7,NA,"",NA,"Ds",6.16
"286","GOSENS",0.8642857143,21,"Atalanta","D",6,3.4342105263,7,7,NA,"",NA,"E",6.16
"287","GRASSI",1.6058201058,28,"SPAL","C",6,4.7368421053,9,9,NA,"",NA,"C",6.38333333333333
"288","GUNTER",NA,1,NA,"D",NA,0,3,3,NA,"",NA,"Dc",5.66666666666667
"289","HALLFREDSSON",0.3669590643,19,"Udinese","C",6,2.9078947368,2,3,NA,"",NA,"C",5.69565217391304
"290","HALLFREDSSON",0.3669590643,19,"Udinese","C",6,2.9078947368,2,3,NA,"",NA,"M",5.69565217391304
"291","HAMSIK",2.9345661451,38,"Napoli","C",6,6.6052631579,14,15,NA,"ME",15,"C",6.53571428571429
"292","HAMSIK",2.9345661451,38,"Napoli","C",6,6.6052631579,14,15,NA,"ME",15,"T",6.53571428571429
"293","HANDANOVIC",1.3513513514,38,"Inter","P",5.75,5.5,15,16,NA,"ME",28,"Por",5.44186046511628
"294","HATEBOER",0.125,33,"Atalanta","D",6,5.2105263158,9,8,NA,"",NA,"E",6.09722222222222
"295","HATEBOER",0.125,33,"Atalanta","D",6,5.2105263158,9,8,NA,"",NA,"Dd",6.09722222222222
"296","HELANDER",0.3552955665,29,"Bologna","D",6,4.4736842105,7,7,NA,"ME",1,"Dc",5.875
"297","HETEMAJ",1.9798387097,32,"Chievo","C",6,5.3157894737,5,6,NA,"ME",1,"E",6.25714285714286
"298","HETEMAJ",1.9798387097,32,"Chievo","C",6,5.3157894737,5,6,NA,"ME",1,"M",6.25714285714286
"299","HIGUAIN",8.3962184874,35,"Juventus","A",6.5,6.9342105263,32,33,NA,"BRYAN",23,"Pc",7.61538461538461
"300","HILJEMARK",0.8285714286,15,"Genoa","C",6,2.4078947368,6,6,NA,"",NA,"C",5.94736842105263
"301","HYSAJ",0.2785714286,35,"Napoli","D",6,5.5,9,9,NA,"",NA,"Dd",5.95
"302","HYSAJ",0.2785714286,35,"Napoli","D",6,5.5,9,9,NA,"",NA,"E",5.95
"303","HYSAJ",0.2785714286,35,"Napoli","D",6,5.5,9,9,NA,"",NA,"Ds",5.95
"304","IACOPONI",NA,1,NA,"D",NA,0,2,2,NA,"",NA,"Dc",5.7
"305","IACOPONI",NA,1,NA,"D",NA,0,2,2,NA,"",NA,"Dd",5.7
"306","IAGO FALQUE",5.0743243243,37,"Torino","A",6,7.1184210526,25,25,NA,"ME",18,"A",7.24390243902439
"307","ICARDI",18.5231729055,34,"Inter","A",9.5,7.9210526316,37,39,NA,"ME",51,"Pc",8.51315789473684
"308","ILICIC",8.3962365591,31,"Atalanta","C",6.5,6.3552631579,24,26,NA,"ME",2,"A",7.66666666666667
"309","ILICIC",8.3962365591,31,"Atalanta","C",6.5,6.3552631579,24,26,NA,"ME",2,"T",7.66666666666667
"310","IMMOBILE",20.2357954545,33,"Lazio","A",8.5,8.0526315789,39,41,NA,"VE",45,"Pc",9.0921052631579
"311","INGELSSON",2.2380952381,7,"Udinese","C",6,1.1447368421,1,1,NA,"",NA,"C",6.21428571428571
"312","INGELSSON",2.2380952381,7,"Udinese","C",6,1.1447368421,1,1,NA,"",NA,"W",6.21428571428571
"313","INGLESE",6.1737967914,34,"Chievo","A",5.75,6.1842105263,14,13,NA,"",NA,"Pc",7.03846153846154
"314","INSIGNE",3.9808558559,37,"Napoli","A",6.5,7.0657894737,26,27,NA,"VE",30,"A",7.44047619047619
"315","IONITA",0.2339285714,36,"Cagliari","C",5.75,5.4868421053,8,9,NA,"",NA,"C",5.78048780487805
"316","IONITA",0.2339285714,36,"Cagliari","C",5.75,5.4868421053,8,9,NA,"",NA,"T",5.78048780487805
"317","IZZO",1.05,16,"Genoa","D",6,2.5789473684,9,9,NA,"VE",9,"Dd",6.09523809523809
"318","IZZO",1.05,16,"Genoa","D",6,2.5789473684,9,9,NA,"VE",9,"Dc",6.09523809523809
"319","JANKTO",2.8593253968,36,"Udinese","C",6,6.0921052632,14,15,NA,"",NA,"C",6.36842105263158
"320","JAROSZYNSKI",0.3136363636,11,"Chievo","D",6,1.6447368421,4,5,NA,"",NA,"Ds",5.54166666666667
"321","JAROSZYNSKI",0.3136363636,11,"Chievo","D",6,1.6447368421,4,5,NA,"",NA,"E",5.54166666666667
"322","JOAO MARIO",0.3791208791,14,"Inter","C",6,2.2368421053,3,3,NA,"",NA,"C",6.07142857142857
"323","JOAO MARIO",0.3791208791,14,"Inter","C",6,2.2368421053,3,3,NA,"",NA,"T",6.07142857142857
"324","JOAO PEDRO",3.2359307359,22,"Cagliari","C",5.75,3.7368421053,12,13,NA,"",NA,"T",6.58333333333333
"325","JUAN JESUS",0.4464285714,22,"Roma","D",6,3.3289473684,6,7,NA,"",NA,"Dc",5.73913043478261
"326","JUAN JESUS",0.4464285714,22,"Roma","D",6,3.3289473684,6,7,NA,"",NA,"Ds",5.73913043478261
"327","KARNEZIS",NA,1,NA,"P",NA,0,1,1,NA,"",NA,"Por",5.5
"328","KARSDORP",NA,1,"Roma","D",5.5,0.1447368421,5,6,NA,"",NA,"E",5.5
"329","KARSDORP",NA,1,"Roma","D",5.5,0.1447368421,5,6,NA,"",NA,"Dd",5.5
"330","KEAN",5.1725146199,19,"Verona","A",5.5,3.1578947368,6,7,NA,"",NA,"Pc",6.31578947368421
"331","KEITA B",NA,33,NA,"A",NA,6.4452883495,18,19,NA,"GATTI",12,"A",5.6
"332","KESSIE'",3.6174924925,37,"Milan","C",6,6.1315789474,12,11,NA,"",NA,"C",6.39024390243902
"333","KESSIE'",3.6174924925,37,"Milan","C",6,6.1315789474,12,11,NA,"",NA,"M",6.39024390243902
"334","KHEDIRA",9.5834615385,26,"Juventus","C",6,4.9868421053,19,18,NA,"GATTI",16,"C",7.21666666666667
"335","KIYINE",NA,1,NA,"C",NA,0,3,3,NA,"",NA,"C",5.75
"336","KIYINE",NA,1,NA,"C",NA,0,3,3,NA,"",NA,"T",5.75
"337","KIYINE",NA,1,NA,"C",NA,0,3,3,NA,"",NA,"W",5.75
"338","KLAVAN",NA,21,NA,"D",NA,3.9845116956,7,7,NA,"",NA,"Dc",5.75
"339","KLUIVERT",NA,35,NA,"A",NA,6.3274304959,18,18,NA,"",NA,"A",6.25
"340","KOLAROV",1.637394958,35,"Roma","D",6.5,6.1052631579,16,17,NA,"",NA,"E",6.5
"341","KOLAROV",1.637394958,35,"Roma","D",6.5,6.1052631579,16,17,NA,"",NA,"Ds",6.5
"342","KOUAME'",NA,1,NA,"A",NA,0,5,3,NA,"",NA,"Pc",7
"343","KOULIBALY",2.5785714286,35,"Napoli","D",6.5,6.1973684211,15,17,NA,"BRYAN",17,"Dc",6.6125
"344","KOWNACKI",2.8939393939,22,"Sampdoria","A",6,3.8684210526,10,11,NA,"",NA,"Pc",6.77083333333333
"345","KRAJNC",NA,1,NA,"D",NA,0,4,4,NA,"",NA,"Dc",5.16666666666667
"346","KREJCI",0.1571969697,12,"Bologna","C",6,1.8026315789,4,5,NA,"",NA,"W",5.69230769230769
"347","KRUNIC",NA,30,NA,"C",NA,4.7231839663,10,9,NA,"",NA,"C",6.6
"348","KRUNIC",NA,30,NA,"C",NA,4.7231839663,10,9,NA,"",NA,"T",6.6
"349","KURTIC",1.791954023,30,"SPAL","C",5.5,4.7631578947,10,9,NA,"",NA,"T",6.12857142857143
"350","KURTIC",1.791954023,30,"SPAL","C",5.5,4.7631578947,10,9,NA,"",NA,"C",6.12857142857143
"351","LA GUMINA",NA,35,NA,"A",NA,5.4248756564,11,12,NA,"",NA,"Pc",5.6
"352","LAFONT",NA,37,NA,"P",NA,4.9909204044,10,10,NA,"VE",7,"Por",5.5
"353","LAPADULA",2.7337962963,28,"Genoa","A",5.5,4.6973684211,11,12,NA,"VE",6,"Pc",6.375
"354","LASAGNA",5.3737684729,29,"Udinese","A",6.5,5.6973684211,20,22,NA,"",NA,"Pc",7.26470588235294
"355","LAURINI",0.3376623377,22,"Fiorentina","D",6,3.3947368421,2,3,NA,"",NA,"Dd",5.86363636363636
"356","LAURINI",0.3376623377,22,"Fiorentina","D",6,3.3947368421,2,3,NA,"",NA,"E",5.86363636363636
"357","LAXALT",1.8324092742,32,"Genoa","C",6,5.3289473684,9,9,NA,"",NA,"E",6.3
"358","LAZOVIC",0.2369047619,21,"Genoa","C",6,3.3289473684,5,5,NA,"",NA,"C",5.96
"359","LAZOVIC",0.2369047619,21,"Genoa","C",6,3.3289473684,5,5,NA,"",NA,"E",5.96
"360","LAZZARI M",1.2285714286,36,"SPAL","C",6.5,6,11,10,NA,"",NA,"E",6.3780487804878
"361","LEMOS",3.8392857143,8,"Sassuolo","D",6.25,1.2894736842,6,7,NA,"",NA,"Dc",6
"362","LERIS",0.25,4,"Chievo","A",6,0.6052631579,1,1,NA,"",NA,"A",5.75
"363","LINETTY",1.8275862069,29,"Sampdoria","C",6,4.9210526316,7,6,NA,"",NA,"C",6.39393939393939
"364","LIROLA",0.3405797101,24,"Sassuolo","D",6,3.6842105263,8,6,NA,"",NA,"Dd",6.03448275862069
"365","LIROLA",0.3405797101,24,"Sassuolo","D",6,3.6842105263,8,6,NA,"",NA,"E",6.03448275862069
"366","LISANDRO LOPEZ",NA,1,"Inter","D",5.5,0.1447368421,6,7,NA,"",NA,"Dc",5.5
"367","LOCATELLI M",0.0976190476,21,"Milan","C",6,3.2894736842,7,7,NA,"",NA,"C",5.98
"368","LOCATELLI M",0.0976190476,21,"Milan","C",6,3.2894736842,7,7,NA,"",NA,"M",5.98
"369","LOMBARDI",0.5606617647,17,"Benevento","A",6,2.6052631579,2,3,NA,"",NA,"W",5.82352941176471
"370","LOMBARDI",0.5606617647,17,"Benevento","A",6,2.6052631579,2,3,NA,"",NA,"A",5.82352941176471
"371","LUCAS LEIVA",0.935515873,36,"Lazio","C",6.5,6.1710526316,11,12,NA,"",NA,"C",6.475
"372","LUCAS LEIVA",0.935515873,36,"Lazio","C",6.5,6.1710526316,11,12,NA,"",NA,"M",6.475
"373","LUIS ALBERTO",7.0073529412,34,"Lazio","C",6.5,6.7236842105,27,27,NA,"VE",20,"T",7.42105263157895
"374","LUIS ALBERTO",7.0073529412,34,"Lazio","C",6.5,6.7236842105,27,27,NA,"VE",20,"A",7.42105263157895
"375","LUIZ FELIPE",0.4060457516,18,"Lazio","D",6,2.7763157895,7,8,NA,"",NA,"Dc",5.84210526315789
"376","LUKAKU J",0.9781609195,30,"Lazio","D",6,4.9473684211,4,5,NA,"",NA,"E",6.26666666666667
"377","LUKIC",NA,1,NA,"C",NA,0,1,2,NA,"",NA,"C",6
"378","LULIC",2.2878151261,35,"Lazio","C",6,5.8552631579,11,11,NA,"",NA,"E",6.37179487179487
"379","LULIC",2.2878151261,35,"Lazio","C",6,5.8552631579,11,11,NA,"",NA,"C",6.37179487179487
"380","LUPERTO",NA,1,NA,"D",NA,0,2,2,NA,"",NA,"Ds",5.75
"381","LUPERTO",NA,1,NA,"D",NA,0,2,2,NA,"",NA,"Dc",5.75
"382","LYANCO",0.5,4,"Torino","D",6.25,0.6315789474,5,6,NA,"VE",2,"Dc",6
"383","LYKOGIANNIS",0.4409090909,11,"Cagliari","D",6,1.7631578947,4,5,NA,"",NA,"Ds",6
"384","LYKOGIANNIS",0.4409090909,11,"Cagliari","D",6,1.7631578947,4,5,NA,"",NA,"E",6
"385","MACHIS",NA,35,NA,"A",NA,5.4248756564,12,12,NA,"",NA,"A",5.9
"386","MAGNANELLI",0.3545866935,32,"Sassuolo","C",6,4.8552631579,5,5,NA,"",NA,"M",5.77272727272727
"387","MAGNANELLI",0.3545866935,32,"Sassuolo","C",6,4.8552631579,5,5,NA,"",NA,"C",5.77272727272727
"388","MAGNANI",NA,1,NA,"D",NA,0,3,2,NA,"",NA,"Dc",6.16666666666667
"389","MAIELLO",NA,10,NA,"C",NA,1.5935300604,6,5,NA,"",NA,"C",5.5
"390","MAIETTA",0.2380952381,7,"Bologna","D",6.5,1.1578947368,5,5,NA,"",NA,"Dc",6.16666666666667
"391","MAKSIMOVIC",0,2,"Napoli","D",6,0.3157894737,3,4,NA,"",NA,"Dc",6
"392","MANCINI G",2.0045454545,11,"Atalanta","D",6,1.7763157895,8,8,NA,"",NA,"Dc",6.15384615384615
"393","MANDRAGORA",1.2253968254,36,"Crotone","C",6,5.7368421053,9,9,NA,"BRYAN",5,"C",6.05
"394","MANDRAGORA",1.2253968254,36,"Crotone","C",6,5.7368421053,9,9,NA,"BRYAN",5,"M",6.05
"395","MANDZUKIC",2.8941532258,32,"Juventus","A",6,5.3947368421,20,18,NA,"",NA,"Pc",6.59459459459459
"396","MANOLAS",1.3318965517,29,"Roma","D",6,4.75,12,12,NA,"BRYAN",17,"Dc",6.22058823529412
"397","MARCANO",NA,21,NA,"D",NA,3.9845116956,6,7,NA,"",NA,"Dc",5
"398","MARCHETTI",NA,37,NA,"P",NA,4.9909204044,9,10,NA,"",NA,"Por",3.25
"399","MARIO RUI",1.5566666667,25,"Napoli","D",6,4.1710526316,7,8,NA,"",NA,"E",6.20689655172414
"400","MARIO RUI",1.5566666667,25,"Napoli","D",6,4.1710526316,7,8,NA,"",NA,"Ds",6.20689655172414
"401","MARLON",NA,31,NA,"D",NA,4.4001562034,7,8,NA,"",NA,"Dc",5.5
"402","MARTINEZ L",NA,37,NA,"A",NA,6.2025924819,16,17,NA,"",NA,"Pc",5.5
"403","MARUSIC",1.8346774194,32,"Lazio","C",6,5.4210526316,9,9,NA,"",NA,"E",6.35135135135135
"404","MASIELLO A",1.9365591398,31,"Atalanta","D",6.5,5.4210526316,13,14,NA,"",NA,"Dd",6.52857142857143
"405","MASIELLO A",1.9365591398,31,"Atalanta","D",6.5,5.4210526316,13,14,NA,"",NA,"Dc",6.52857142857143
"406","MATRI",2.0681818182,23,"Sassuolo","A",6,3.6315789474,2,3,NA,"",NA,"Pc",6
"407","MATTIELLO",0.2610837438,29,"SPAL","D",6,4.3947368421,8,8,NA,"",NA,"E",5.86764705882353
"408","MATUIDI",1.4586693548,32,"Juventus","C",6,5.3947368421,16,15,NA,"BRYAN",15,"M",6.5
"409","MATUIDI",1.4586693548,32,"Juventus","C",6,5.3947368421,16,15,NA,"BRYAN",15,"C",6.5
"410","MAURI J",NA,1,"Milan","C",6,0.1578947368,1,1,NA,"",NA,"M",6
"411","MAURI J",NA,1,"Milan","C",6,0.1578947368,1,1,NA,"",NA,"C",6
"412","MAZZITELLI",0.4809210526,20,"Sassuolo","C",6,3.0657894737,6,6,NA,"",NA,"C",5.84090909090909
"413","MAZZITELLI",0.4809210526,20,"Sassuolo","C",6,3.0657894737,6,6,NA,"",NA,"M",5.84090909090909
"414","MBAYE",1.1183333333,25,"Bologna","D",6,3.8947368421,4,5,NA,"",NA,"Dc",5.92307692307692
"415","MBAYE",1.1183333333,25,"Bologna","D",6,3.8947368421,4,5,NA,"",NA,"Ds",5.92307692307692
"416","MBAYE",1.1183333333,25,"Bologna","D",6,3.8947368421,4,5,NA,"",NA,"Dd",5.92307692307692
"417","MEDEIROS",3.1181818182,11,"Genoa","A",6,1.9473684211,10,11,NA,"",NA,"A",6.625
"418","MEDEIROS",3.1181818182,11,"Genoa","A",6,1.9473684211,10,11,NA,"",NA,"T",6.625
"419","MEGGIORINI",0.1952380952,15,"Chievo","A",5.5,2.1842105263,5,6,NA,"",NA,"A",5.53125
"420","MEITE'",NA,1,NA,"C",NA,0,6,3,NA,"",NA,"C",7.6
"421","MEITE'",NA,1,NA,"C",NA,0,6,3,NA,"",NA,"M",7.6
"422","MERET",4.4423076923,13,"SPAL","P",6,1.9605263158,13,14,NA,"",NA,"Por",5.73076923076923
"423","MERTENS",10.0094238976,38,"Napoli","A",6.25,7.7236842105,30,31,NA,"BRYAN",30,"A",7.62790697674419
"424","MILENKOVIC",0.3666666667,16,"Fiorentina","D",6,2.4210526316,8,6,NA,"ME",4,"Dd",6.2
"425","MILENKOVIC",0.3666666667,16,"Fiorentina","D",6,2.4210526316,8,6,NA,"ME",4,"Dc",6.2
"426","MILIK",4.6857142857,15,"Napoli","A",6,2.8026315789,26,26,NA,"GATTI",20,"Pc",7.13157894736842
"427","MILINKOVIC-SAVIC",6.5117647059,35,"Lazio","C",6.5,7,28,30,NA,"ME",32,"T",7.475
"428","MILINKOVIC-SAVIC",6.5117647059,35,"Lazio","C",6.5,7,28,30,NA,"ME",32,"C",7.475
"429","MILINKOVIC-SAVIC V",NA,1,"Torino","P",5,0.1315789474,7,8,NA,"",NA,"Por",5
"430","MIRANDA",0.2655913978,31,"Inter","D",6,4.9210526316,6,7,NA,"",NA,"Dc",6.01515151515152
"431","MIRANTE",1.8428030303,33,"Bologna","P",5,4.1710526316,1,1,NA,"ME",1,"Por",4.8030303030303
"432","MISSIROLI",0.7176470588,35,"Sassuolo","C",6,5.6184210526,7,6,NA,"",NA,"C",6.0875
"433","MOLINARO",0.4861842105,20,"Torino","D",6,3.0394736842,7,7,NA,"",NA,"E",5.74
"434","MOLINARO",0.4861842105,20,"Torino","D",6,3.0394736842,7,7,NA,"",NA,"Ds",5.74
"435","MONTOLIVO",1.1903594771,18,"Milan","C",6,2.8552631579,3,4,NA,"",NA,"C",6.02777777777778
"436","MONTOLIVO",1.1903594771,18,"Milan","C",6,2.8552631579,3,4,NA,"",NA,"M",6.02777777777778
"437","MORETTI",0.3555194805,22,"Torino","D",6,3.4078947368,3,3,NA,"",NA,"Ds",5.81481481481481
