,Unnamed: 0,Name,VarianceFantasyEvaluation,PlayedMatches,Team,Role,MedianFantasyEvaluation,WeightedFantasyEvaluation,Qt..A,Qt..I,Plays2018_2019,Owner,Price,MantraRole,MeanFantasyEvaluation,Id,R,Squadra,Qt. A,Qt. I,Diff.
313,630.0,VECINO,1.9002463053999998,29.0,Inter,C,6.0,4.8157894737,9.0,10.0,,,,C,6.24242424242424,181,C,Inter,8,8,0
314,632.0,VERDI,4.7557932264,34.0,Bologna,C,6.0,6.5526315789,17.0,18.0,,ME,12.0,T,7.33333333333333,376,C,Napoli,17,17,0
315,634.0,VERETOUT,5.0910714286,36.0,Fiorentina,C,6.25,6.4342105263,16.0,17.0,,BRYAN,15.0,C,6.7763157894736805,2215,C,Roma,14,14,0
316,638.0,VICARI,0.513368984,34.0,SPAL,D,5.75,5.2105263158,6.0,4.0,,,,Dc,5.8974358974359,2261,D,SPAL,7,7,0
317,639.0,VIEIRA,,21.0,,C,,3.3717878602,5.0,6.0,,,,M,6.0,2855,C,Sampdoria,4,4,0
318,643.0,VIVIANI,1.3645320197,29.0,SPAL,C,6.0,4.8157894737,8.0,9.0,,,,M,6.31034482758621,631,C,SPAL,4,4,0
319,649.0,WALLACE,0.44230769229999994,13.0,Lazio,D,6.0,1.9605263158000001,5.0,5.0,,,,Dc,5.794117647058821,2007,D,Lazio,3,3,0
320,654.0,ZAPATAC,0.6742424242,12.0,Milan,D,6.25,1.9210526316,3.0,4.0,,,,Dc,6.08333333333333,365,D,Genoa,8,8,0
321,655.0,ZAPATAD,4.7161290323000005,31.0,Sampdoria,A,6.5,6.0131578947,25.0,26.0,,ME,10.0,Pc,7.236111111111111,608,A,Atalanta,35,36,-1
322,656.0,ZAZA,,35.0,,A,,6.7647376239999994,21.0,22.0,,,,Pc,5.33333333333333,315,A,Torino,13,12,1
323,657.0,ZIELINSKI,1.9355158730000002,36.0,Napoli,C,6.0,6.1447368421,16.0,14.0,,GATTI,32.0,C,6.609756097560981,152,C,Napoli,16,17,-1
324,,LUKAKUR,,,,,,,,,,,,,7.962709483269379,2531,A,Inter,36,35,1
325,,RAFAELLEAO,,,,,,,,,,,,,5.792237171522769,4510,A,Milan,22,22,0
326,,LOZANO,,,,,,,,,,,,,5.792237171522769,4517,A,Napoli,22,22,0
327,,RIBERY,,,,,,,,,,,,,5.327135961862782,2409,C,Fiorentina,19,19,0
328,,MURIEL,,,,,,,,,,,,,5.327135961862782,507,A,Atalanta,19,17,2
329,,BALOTELLI,,,,,,,,,,,,,5.327135961862782,696,A,Brescia,19,19,0
330,,RAMSEY,,,,,,,,,,,,,5.172102225309453,2472,C,Juventus,18,18,0
331,,RUIZ,,,,,,,,,,,,,5.017068488756124,2775,C,Napoli,17,17,0
332,,DONNARUMMAAL,,,,,,,,,,,,,5.017068488756124,4452,A,Brescia,17,16,1
333,,ZANIOLO,,,,,,,,,,,,,4.862034752202794,2766,C,Roma,16,16,0
334,,ANDRESILVA,,,,,,,,,,,,,4.707001015649465,2175,A,Milan,15,15,0
335,,GODIN,,,,,,,,,,,,,4.551967279096136,2572,D,Inter,14,14,0
336,,DELIGT,,,,,,,,,,,,,4.551967279096136,4428,D,Juventus,14,14,0
337,,RABIOT,,,,,,,,,,,,,4.551967279096136,2379,C,Juventus,14,14,0
338,,PAQUETA,,,,,,,,,,,,,4.551967279096136,4322,C,Milan,14,15,-1
339,,PAULOPEZ,,,,,,,,,,,,,4.396933542542806,4419,P,Roma,13,14,-1
340,,SANSONEN,,,,,,,,,,,,,4.396933542542806,537,A,Bologna,13,12,1
341,,TORREGROSSA,,,,,,,,,,,,,4.396933542542806,4453,A,Brescia,13,13,0
342,,GABBIADINI,,,,,,,,,,,,,4.396933542542806,407,A,Sampdoria,13,13,0
343,,DICARMINE,,,,,,,,,,,,,4.396933542542806,4500,A,Verona,13,13,0
344,,KUCKA,,,,,,,,,,,,,4.241899805989477,234,C,Parma,12,12,0
345,,KARAMOH,,,,,,,,,,,,,4.241899805989477,2325,A,Parma,12,12,0
346,,MALINOVSKYI,,,,,,,,,,,,,4.086866069436148,4427,C,Atalanta,11,11,0
347,,SCHONE,,,,,,,,,,,,,4.086866069436148,4512,C,Genoa,11,11,0
348,,MUSSO,,,,,,,,,,,,,3.9318323328828186,2792,P,Udinese,10,9,1
349,,OBIANG,,,,,,,,,,,,,3.9318323328828186,4501,C,Sassuolo,10,10,0
350,,NANDEZ,,,,,,,,,,,,,3.9318323328828186,4514,C,Cagliari,10,10,0
351,,SANABRIA,,,,,,,,,,,,,3.9318323328828186,479,A,Genoa,10,10,0
352,,NESTOROVSKI,,,,,,,,,,,,,3.9318323328828186,1943,A,Udinese,10,10,0
353,,PAZZINI,,,,,,,,,,,,,3.9318323328828186,636,A,Verona,10,10,0
354,,ROMEROC,,,,,,,,,,,,,3.776798596329489,4307,D,Genoa,9,9,0
355,,VAVRO,,,,,,,,,,,,,3.776798596329489,4397,D,Lazio,9,9,0
356,,RODRIGOBECAO,,,,,,,,,,,,,3.776798596329489,4412,D,Udinese,9,7,2
357,,DUARTE,,,,,,,,,,,,,3.776798596329489,4511,D,Milan,9,9,0
358,,ZAPPACOSTA,,,,,,,,,,,,,3.776798596329489,554,D,Roma,9,9,0
359,,BISOLI,,,,,,,,,,,,,3.776798596329489,4445,C,Brescia,9,9,0
360,,ZACCAGNI,,,,,,,,,,,,,3.776798596329489,632,C,Verona,9,9,0
361,,LAMANTIA,,,,,,,,,,,,,3.776798596329489,4477,A,Lecce,9,9,0
362,,CORNELIUS,,,,,,,,,,,,,3.776798596329489,2163,A,Parma,9,9,0
363,,DANILOLAR,,,,,,,,,,,,,3.6217648597761603,578,D,Bologna,8,8,0
364,,CISTANA,,,,,,,,,,,,,3.6217648597761603,4442,D,Brescia,8,7,1
365,,DEMIRAL,,,,,,,,,,,,,3.6217648597761603,4332,D,Juventus,8,8,0
366,,HERNANDEZT,,,,,,,,,,,,,3.6217648597761603,4292,D,Milan,8,8,0
367,,MALCUIT,,,,,,,,,,,,,3.6217648597761603,2860,D,Napoli,8,8,0
368,,MURILLO,,,,,,,,,,,,,3.6217648597761603,259,D,Sampdoria,8,9,-1
369,,IGOR,,,,,,,,,,,,,3.6217648597761603,4407,D,SPAL,8,7,1
370,,SKRTEL,,,,,,,,,,,,,3.6217648597761603,4516,D,Atalanta,8,8,0
371,,MOROSINI,,,,,,,,,,,,,3.6217648597761603,2106,C,Brescia,8,8,0
372,,SPALEK,,,,,,,,,,,,,3.6217648597761603,4448,C,Brescia,8,8,0
373,,CASTROVILLI,,,,,,,,,,,,,3.6217648597761603,4377,C,Fiorentina,8,7,1
374,,LAZARO,,,,,,,,,,,,,3.6217648597761603,4385,C,Inter,8,8,0
375,,MANCOSU,,,,,,,,,,,,,3.6217648597761603,65,C,Lecce,8,8,0
376,,YOUNES,,,,,,,,,,,,,3.6217648597761603,2776,C,Napoli,8,8,0
377,,SKOVOLSEN,,,,,,,,,,,,,3.6217648597761603,4415,A,Bologna,8,8,0
378,,ADEKANYE,,,,,,,,,,,,,3.6217648597761603,4388,A,Lazio,8,8,0
379,,JORONEN,,,,,,,,,,,,,3.466731123222831,4425,P,Brescia,7,6,1
380,,RADUI,,,,,,,,,,,,,3.466731123222831,1843,P,Genoa,7,8,-1
381,,SILVESTRI,,,,,,,,,,,,,3.466731123222831,2211,P,Verona,7,6,1
382,,DENSWIL,,,,,,,,,,,,,3.466731123222831,4414,D,Bologna,7,7,0
383,,TOLJAN,,,,,,,,,,,,,3.466731123222831,4426,D,Sassuolo,7,7,0
384,,DJIDJI,,,,,,,,,,,,,3.466731123222831,2869,D,Torino,7,7,0
385,,BOCCHETTI,,,,,,,,,,,,,3.466731123222831,4420,D,Verona,7,7,0
386,,NDOJ,,,,,,,,,,,,,3.466731123222831,4447,C,Brescia,7,7,0
387,,TONALI,,,,,,,,,,,,,3.466731123222831,4449,C,Brescia,7,6,1
388,,ELMAS,,,,,,,,,,,,,3.466731123222831,4479,C,Napoli,7,7,0
389,,MARONI,,,,,,,,,,,,,3.466731123222831,4405,C,Sampdoria,7,7,0
390,,MIGUELVELOSO,,,,,,,,,,,,,3.466731123222831,2011,C,Verona,7,5,2
391,,ZMRHAL,,,,,,,,,,,,,3.466731123222831,4513,C,Brescia,7,7,0
392,,WALACE,,,,,,,,,,,,,3.466731123222831,2392,C,Udinese,7,7,0
393,,AYE,,,,,,,,,,,,,3.466731123222831,4413,A,Brescia,7,7,0
394,,CHANCELLOR,,,,,,,,,,,,,3.3116973866695014,4429,D,Brescia,6,5,1
395,,MARTELLA,,,,,,,,,,,,,3.3116973866695014,1896,D,Brescia,6,6,0
396,,SABELLI,,,,,,,,,,,,,3.3116973866695014,791,D,Brescia,6,6,0
397,,BARRECA,,,,,,,,,,,,,3.3116973866695014,1979,D,Genoa,6,6,0
398,,PELLEGRINILU,,,,,,,,,,,,,3.3116973866695014,2728,D,Cagliari,6,6,0
399,,BENZAR,,,,,,,,,,,,,3.3116973866695014,4398,D,Lecce,6,6,0
400,,CALDERONI,,,,,,,,,,,,,3.3116973866695014,4470,D,Lecce,6,6,0
401,,GRAVILLON,,,,,,,,,,,,,3.3116973866695014,2184,D,Sassuolo,6,6,0
402,,ZURKOWSKI,,,,,,,,,,,,,3.3116973866695014,4376,C,Fiorentina,6,6,0
403,,LERAGER,,,,,,,,,,,,,3.3116973866695014,4330,C,Genoa,6,6,0
404,,STURARO,,,,,,,,,,,,,3.3116973866695014,305,C,Genoa,6,6,0
405,,JONY,,,,,,,,,,,,,3.3116973866695014,4424,C,Lazio,6,6,0
406,,PETRICCIONE,,,,,,,,,,,,,3.3116973866695014,179,C,Lecce,6,6,0
407,,HERNANI,,,,,,,,,,,,,3.3116973866695014,4423,C,Parma,6,6,0
408,,VERRE,,,,,,,,,,,,,3.3116973866695014,600,C,Verona,6,6,0
409,,BADU,,,,,,,,,,,,,3.3116973866695014,589,C,Verona,6,6,0
410,,GUMUS,,,,,,,,,,,,,3.3116973866695014,4381,A,Genoa,6,6,0
411,,FALCO,,,,,,,,,,,,,3.3116973866695014,658,A,Lecce,6,5,1
412,,SPROCATI,,,,,,,,,,,,,3.3116973866695014,2773,A,Parma,6,6,0
413,,GABRIEL,,,,,,,,,,,,,3.1566636501161724,385,P,Lecce,5,6,-1
414,,TOMIYASU,,,,,,,,,,,,,3.1566636501161724,4422,D,Bologna,5,4,1
415,,MATEJU,,,,,,,,,,,,,3.1566636501161724,4373,D,Brescia,5,5,0
416,,PAJAC,,,,,,,,,,,,,3.1566636501161724,1876,D,Genoa,5,5,0
417,,LUCIONI,,,,,,,,,,,,,3.1566636501161724,2241,D,Lecce,5,5,0
418,,DAWIDOWICZ,,,,,,,,,,,,,3.1566636501161724,4493,D,Verona,5,5,0
419,,RRAHMANI,,,,,,,,,,,,,3.1566636501161724,4409,D,Verona,5,4,1
420,,RISPOLI,,,,,,,,,,,,,3.1566636501161724,423,D,Lecce,5,5,0
421,,CETIN,,,,,,,,,,,,,3.1566636501161724,4519,D,Roma,5,5,0
422,,JAGIELLO,,,,,,,,,,,,,3.1566636501161724,4384,C,Genoa,5,5,0
423,,BERISHAV,,,,,,,,,,,,,3.1566636501161724,2771,C,Lazio,5,5,0
424,,MAJER,,,,,,,,,,,,,3.1566636501161724,4475,C,Lecce,5,5,0
425,,SHAKHOV,,,,,,,,,,,,,3.1566636501161724,4400,C,Lecce,5,5,0
426,,TACHTSIDIS,,,,,,,,,,,,,3.1566636501161724,241,C,Lecce,5,5,0
427,,THORSBY,,,,,,,,,,,,,3.1566636501161724,4404,C,Sampdoria,5,5,0
428,,BRUGMAN,,,,,,,,,,,,,3.1566636501161724,430,C,Parma,5,5,0
429,,AMRABAT,,,,,,,,,,,,,3.1566636501161724,4522,C,Verona,5,4,1
430,,SEMA,,,,,,,,,,,,,3.1566636501161724,4524,C,Udinese,5,5,0
431,,BONAZZOLI,,,,,,,,,,,,,3.1566636501161724,505,A,Sampdoria,5,4,1
432,,MONCINI,,,,,,,,,,,,,3.1566636501161724,2853,A,SPAL,5,5,0
433,,LEE,,,,,,,,,,,,,3.1566636501161724,2324,A,Verona,5,5,0
434,,BUFFON,,,,,,,,,,,,,3.001629913562843,282,P,Juventus,4,4,0
435,,RECA,,,,,,,,,,,,,3.001629913562843,2739,D,Atalanta,4,4,0
436,,VENUTI,,,,,,,,,,,,,3.001629913562843,2174,D,Fiorentina,4,4,0
437,,MECCARIELLO,,,,,,,,,,,,,3.001629913562843,4472,D,Lecce,4,4,0
438,,DERMAKU,,,,,,,,,,,,,3.001629913562843,139,D,Parma,4,4,0
439,,AUGELLO,,,,,,,,,,,,,3.001629913562843,4421,D,Sampdoria,4,4,0
440,,CHABOT,,,,,,,,,,,,,3.001629913562843,4403,D,Sampdoria,4,4,0
441,,TERAVEST,,,,,,,,,,,,,3.001629913562843,2795,D,Udinese,4,4,0
442,,EMPEREUR,,,,,,,,,,,,,3.001629913562843,4494,D,Verona,4,4,0
443,,FARAONI,,,,,,,,,,,,,3.001629913562843,581,D,Verona,4,4,0
444,,MARRONE,,,,,,,,,,,,,3.001629913562843,84,D,Verona,4,4,0
445,,VITALEL,,,,,,,,,,,,,3.001629913562843,4496,D,Verona,4,4,0
446,,MULDUR,,,,,,,,,,,,,3.001629913562843,4521,D,Sassuolo,4,3,1
447,,SCHOUTEN,,,,,,,,,,,,,3.001629913562843,4393,C,Bologna,4,4,0
448,,KULUSEVSKI,,,,,,,,,,,,,3.001629913562843,2833,C,Parma,4,4,0
449,,SCOZZARELLA,,,,,,,,,,,,,3.001629913562843,2804,C,Parma,4,4,0
450,,CORIC,,,,,,,,,,,,,3.001629913562843,2780,C,Roma,4,4,0
451,,GONALONS,,,,,,,,,,,,,3.001629913562843,2193,C,Roma,4,4,0
452,,JAJALO,,,,,,,,,,,,,3.001629913562843,434,C,Udinese,4,4,0
453,,HENDERSONL,,,,,,,,,,,,,3.001629913562843,4498,C,Verona,4,4,0
454,,AGUDELO,,,,,,,,,,,,,3.001629913562843,4515,C,Genoa,4,4,0
455,,HAN,,,,,,,,,,,,,3.001629913562843,2146,A,Cagliari,4,4,0
456,,SOTTIL,,,,,,,,,,,,,3.001629913562843,2839,A,Fiorentina,4,3,1
457,,VLAHOVIC,,,,,,,,,,,,,3.001629913562843,2841,A,Fiorentina,4,4,0
458,,GASTALDELLO,,,,,,,,,,,,,2.8465961770095136,47,D,Brescia,3,3,0
459,,WALUKIEWICZ,,,,,,,,,,,,,2.8465961770095136,4374,D,Cagliari,3,3,0
460,,ELYAMIQ,,,,,,,,,,,,,2.8465961770095136,2664,D,Genoa,3,2,1
461,,DICKMANN,,,,,,,,,,,,,2.8465961770095136,2787,D,SPAL,3,3,0
462,,KINGSLEY,,,,,,,,,,,,,2.8465961770095136,2835,C,Bologna,3,2,1
463,,SVANBERG,,,,,,,,,,,,,2.8465961770095136,2744,C,Bologna,3,3,0
464,,OLIVA,,,,,,,,,,,,,2.8465961770095136,4327,C,Cagliari,3,3,0
465,,CRISTOFORO,,,,,,,,,,,,,2.8465961770095136,2075,C,Fiorentina,3,3,0
466,,HAYE,,,,,,,,,,,,,2.8465961770095136,4474,C,Lecce,3,3,0
467,,TABANELLI,,,,,,,,,,,,,2.8465961770095136,4476,C,Lecce,3,3,0
468,,JANKOVIC,,,,,,,,,,,,,2.8465961770095136,4338,C,SPAL,3,3,0
469,,GUSTAFSON,,,,,,,,,,,,,2.8465961770095136,2057,C,Torino,3,3,0
470,,DESPODOV,,,,,,,,,,,,,2.8465961770095136,4333,A,Cagliari,3,3,0
471,,MATOS,,,,,,,,,,,,,2.8465961770095136,92,A,Udinese,3,3,0
472,,RAGUSA,,,,,,,,,,,,,2.8465961770095136,2073,A,Verona,3,3,0
473,,IBANEZ,,,,,,,,,,,,,2.691562440456184,4331,D,Atalanta,2,2,0
474,,CURCIO,,,,,,,,,,,,,2.691562440456184,4443,D,Brescia,2,2,0
475,,SEMPRINI,,,,,,,,,,,,,2.691562440456184,4444,D,Brescia,2,2,0
476,,PINNA,,,,,,,,,,,,,2.691562440456184,4454,D,Cagliari,2,1,1
477,,JORGESILVA,,,,,,,,,,,,,2.691562440456184,4467,D,Lazio,2,2,0
478,,FIAMOZZI,,,,,,,,,,,,,2.691562440456184,805,D,Lecce,2,2,0
479,,VERA,,,,,,,,,,,,,2.691562440456184,4399,D,Lecce,2,2,0
480,,TRIPALDELLI,,,,,,,,,,,,,2.691562440456184,4406,D,Sassuolo,2,2,0
481,,SIERRALTA,,,,,,,,,,,,,2.691562440456184,4302,D,Udinese,2,2,0
482,,KUMBULLA,,,,,,,,,,,,,2.691562440456184,4495,D,Verona,2,1,1
483,,ANDERSONA,,,,,,,,,,,,,2.691562440456184,4389,C,Lazio,2,2,0
484,,DANZI,,,,,,,,,,,,,2.691562440456184,2726,C,Verona,2,2,0
485,,RAGATZU,,,,,,,,,,,,,2.691562440456184,4455,A,Cagliari,2,2,0
486,,LOFASO,,,,,,,,,,,,,2.691562440456184,2048,A,Lecce,2,2,0
487,,TUTINO,,,,,,,,,,,,,2.691562440456184,4507,A,Verona,2,1,1
488,,ANTONUCCI,,,,,,,,,,,,,2.691562440456184,2657,A,Roma,2,2,0
489,,SARRM,,,,,,,,,,,,,2.5365287039028552,42,P,Bologna,1,1,0
490,,ALFONSO,,,,,,,,,,,,,2.5365287039028552,4440,P,Brescia,1,1,0
491,,ANDRENACCI,,,,,,,,,,,,,2.5365287039028552,4441,P,Brescia,1,1,0
492,,ARESTI,,,,,,,,,,,,,2.5365287039028552,1946,P,Cagliari,1,1,0
493,,BRANCOLINI,,,,,,,,,,,,,2.5365287039028552,4351,P,Fiorentina,1,1,0
494,,CEROFOLINI,,,,,,,,,,,,,2.5365287039028552,2294,P,Fiorentina,1,1,0
495,,JANDREI,,,,,,,,,,,,,2.5365287039028552,4325,P,Genoa,1,1,0
496,,VODISEK,,,,,,,,,,,,,2.5365287039028552,2761,P,Genoa,1,1,0
497,,BERNI,,,,,,,,,,,,,2.5365287039028552,248,P,Inter,1,1,0
498,,PADELLI,,,,,,,,,,,,,2.5365287039028552,543,P,Inter,1,1,0
499,,GUERRIERI,,,,,,,,,,,,,2.5365287039028552,317,P,Lazio,1,1,0
500,,PROTO,,,,,,,,,,,,,2.5365287039028552,2770,P,Lazio,1,1,0
501,,BLEVE,,,,,,,,,,,,,2.5365287039028552,4468,P,Lecce,1,1,0
502,,MILLI,,,,,,,,,,,,,2.5365287039028552,4469,P,Lecce,1,1,0
503,,VIGORITO,,,,,,,,,,,,,2.5365287039028552,2809,P,Lecce,1,1,0
504,,DONNARUMMAAN,,,,,,,,,,,,,2.5365287039028552,216,P,Milan,1,1,0
505,,COLOMBI,,,,,,,,,,,,,2.5365287039028552,412,P,Parma,1,1,0
506,,FUZATO,,,,,,,,,,,,,2.5365287039028552,2781,P,Roma,1,1,0
507,,FALCONE,,,,,,,,,,,,,2.5365287039028552,2134,P,Sampdoria,1,1,0
508,,THIAMD,,,,,,,,,,,,,2.5365287039028552,4485,P,SPAL,1,1,0
509,,ROSATI,,,,,,,,,,,,,2.5365287039028552,2790,P,Torino,1,1,0
510,,ZACCAGNO,,,,,,,,,,,,,2.5365287039028552,2270,P,Torino,1,1,0
511,,PERISAN,,,,,,,,,,,,,2.5365287039028552,673,P,Udinese,1,1,0
512,,BERARDIA,,,,,,,,,,,,,2.5365287039028552,4491,P,Verona,1,1,0
513,,BORGHETTO,,,,,,,,,,,,,2.5365287039028552,4410,P,Verona,1,1,0
514,,RADUNOVIC,,,,,,,,,,,,,2.5365287039028552,3,P,Verona,1,1,0
515,,ALASTRA,,,,,,,,,,,,,2.5365287039028552,654,P,Parma,1,1,0
516,,RUSSOA,,,,,,,,,,,,,2.5365287039028552,4518,P,Sassuolo,1,1,0
517,,LETICA,,,,,,,,,,,,,2.5365287039028552,4520,P,SPAL,1,1,0
518,,AVOGADRI,,,,,,,,,,,,,2.5365287039028552,4523,P,Sampdoria,1,1,0
519,,GEMELLO,,,,,,,,,,,,,2.5365287039028552,4525,P,Torino,1,1,0
520,,OKOLI,,,,,,,,,,,,,2.5365287039028552,4432,D,Atalanta,1,1,0
521,,CORBO,,,,,,,,,,,,,2.5365287039028552,4365,D,Bologna,1,1,0
522,,PAZ,,,,,,,,,,,,,2.5365287039028552,2747,D,Bologna,1,1,0
523,,MANGRAVITI,,,,,,,,,,,,,2.5365287039028552,4504,D,Brescia,1,1,0
524,,RANIERIL,,,,,,,,,,,,,2.5365287039028552,4378,D,Fiorentina,1,1,0
525,,TERZIC,,,,,,,,,,,,,2.5365287039028552,4375,D,Fiorentina,1,1,0
526,,RIZZON,,,,,,,,,,,,,2.5365287039028552,4392,D,Genoa,1,1,0
527,,GALLO,,,,,,,,,,,,,2.5365287039028552,4502,D,Lecce,1,1,0
528,,RICCARDID,,,,,,,,,,,,,2.5365287039028552,4473,D,Lecce,1,1,0
529,,GABBIA,,,,,,,,,,,,,2.5365287039028552,4401,D,Milan,1,1,0
530,,MINELLI,,,,,,,,,,,,,2.5365287039028552,4480,D,Parma,1,1,0
531,,BIANDA,,,,,,,,,,,,,2.5365287039028552,2783,D,Roma,1,1,0
532,,BOUAH,,,,,,,,,,,,,2.5365287039028552,4481,D,Roma,1,1,0
533,,BUONGIORNO,,,,,,,,,,,,,2.5365287039028552,2724,D,Torino,1,1,0
534,,GILLI,,,,,,,,,,,,,2.5365287039028552,4488,D,Torino,1,1,0
535,,CRESCENZI,,,,,,,,,,,,,2.5365287039028552,457,D,Verona,1,1,0
536,,CIPRIANO,,,,,,,,,,,,,2.5365287039028552,4509,D,Lazio,1,1,0
537,,COLLEYE,,,,,,,,,,,,,2.5365287039028552,4435,C,Atalanta,1,1,0
538,,FALLETTI,,,,,,,,,,,,,2.5365287039028552,2210,C,Bologna,1,1,0
539,,TREMOLADA,,,,,,,,,,,,,2.5365287039028552,4450,C,Brescia,1,1,0
540,,VIVIANIM,,,,,,,,,,,,,2.5365287039028552,4451,C,Brescia,1,1,0
541,,COLOMBATTO,,,,,,,,,,,,,2.5365287039028552,2828,C,Cagliari,1,1,0
542,,MONTIEL,,,,,,,,,,,,,2.5365287039028552,4353,C,Fiorentina,1,1,0
543,,ROVELLA,,,,,,,,,,,,,2.5365287039028552,4459,C,Genoa,1,1,0
544,,ZENNARO,,,,,,,,,,,,,2.5365287039028552,4383,C,Genoa,1,1,0
545,,AGOUME,,,,,,,,,,,,,2.5365287039028552,4411,C,Inter,1,1,0
546,,FAGIOLI,,,,,,,,,,,,,2.5365287039028552,4465,C,Juventus,1,1,0
547,,NICOLUSSICAVIGLIA,,,,,,,,,,,,,2.5365287039028552,4349,C,Juventus,1,1,0
548,,PORTANOVA,,,,,,,,,,,,,2.5365287039028552,4370,C,Juventus,1,1,0
549,,GAETANO,,,,,,,,,,,,,2.5365287039028552,4364,C,Napoli,1,1,0
550,,MACHIN,,,,,,,,,,,,,2.5365287039028552,666,C,Parma,1,1,0
551,,RICCARDI,,,,,,,,,,,,,2.5365287039028552,2852,C,Roma,1,1,0
552,,STREFEZZA,,,,,,,,,,,,,2.5365287039028552,4486,C,SPAL,1,1,0
553,,DEANGELIS,,,,,,,,,,,,,2.5365287039028552,4490,C,Torino,1,1,0
554,,COULIBALY,,,,,,,,,,,,,2.5365287039028552,2144,C,Udinese,1,1,0
555,,LUCASFELIPPE,,,,,,,,,,,,,2.5365287039028552,4499,C,Verona,1,1,0
556,,CAMBIAGHI,,,,,,,,,,,,,2.5365287039028552,4436,A,Atalanta,1,1,0
557,,PICCOLI,,,,,,,,,,,,,2.5365287039028552,4359,A,Atalanta,1,1,0
558,,JUWARA,,,,,,,,,,,,,2.5365287039028552,4368,A,Bologna,1,1,0
559,,ESPOSITOSE,,,,,,,,,,,,,2.5365287039028552,4463,A,Inter,1,1,0
560,,SALCEDOE,,,,,,,,,,,,,2.5365287039028552,2304,A,Inter,1,1,0
561,,ADORANTE,,,,,,,,,,,,,2.5365287039028552,4387,A,Parma,1,1,0
562,,BARAYE,,,,,,,,,,,,,2.5365287039028552,2805,A,Parma,1,1,0
563,,CANGIANO,,,,,,,,,,,,,2.5365287039028552,4483,A,Bologna,1,1,0
564,,BAHLOULI,,,,,,,,,,,,,2.5365287039028552,4508,A,Sampdoria,1,1,0
565,,RASPADORI,,,,,,,,,,,,,2.5365287039028552,4371,A,Sassuolo,1,1,0
566,,MILLICO,,,,,,,,,,,,,2.5365287039028552,4346,A,Torino,1,1,0
567,,RAUTI,,,,,,,,,,,,,2.5365287039028552,4489,A,Torino,1,1,0
568,,MICIN,,,,,,,,,,,,,2.5365287039028552,2794,A,Udinese,1,1,0
569,,TUPTA,,,,,,,,,,,,,2.5365287039028552,767,A,Verona,1,1,0
